ID,Title,Alt Title,Special Mode Title,Locations,Comments
775,Battle with an Esper (Zodiac Age Version),0,0,Front sud de Bozja (combat de boss dans le Castrum Lacus Litore),
776,Life and Death (Zodiac Age Version),0,0,Front sud de Bozja (boss final du Castrum Lacus Litore (Dawon & Lyon)),
777,Where All Roads Lead,0,0,La Traversée de Norvrandt,
778,To The Edge,0,0,Monture du Trône du Sacrifice (extrême) / Dragon De La Lumière,
779,Discord: Imperial (Zodiac Age Version),0,0,Montures des coffres verrouillés du Front sud de Bozja  / Gabriel α,
780,Broken Heart,0,0,Besoin d'un lieu,Issu de la collaboration entre FFXIV et NieR
781,City Ruins (Rays of Light) (Instrumental),0,0,Besoin d'un lieu,Issu de la collaboration entre FFXIV et NieR
782,Amusement Park,0,0,Besoin d'un lieu,Issu de la collaboration entre FFXIV et NieR
783,Fortress of Lies,0,0,La base militaire des Pantins ,Issu de la collaboration entre FFXIV et NieR
784,Grandma (Destruction),0,0,"Premier boss de la base militaire des Pantins (813P : avec unité rempart), Boss final de la base militaire des Pantins (Agglomérat de pantins) phase 1",Issu de la collaboration entre FFXIV et NieR
785,End of the Unknown,0,0,Troisième boss de la base militaire des Pantins (905P : avec unité terrestre lourde),Issu de la collaboration entre FFXIV et NieR
786,Torn From the Heavens/The Dark Colossus Destroys All (Medley),0,0,Boss final de la base militaire des Pantins phase 2,Issu de la collaboration entre FFXIV et NieR
787,Unrest (Zodiac Age Version),0,0,Front sud de Bozja,
788,Hearthward,0,0,Monture d'Azurée / Ptéranodon,
789,Heavensward,0,0,"Instance solo ""Souvenir périssable""",
790,Nightbloom,0,0,"Instance solo ""Souvenir périssable""",
791,New Foundations,0,New Foundations (Groundbreaking),Azurée,
792,The Black Wolf Stalks Again,0,0,Castrum Marinum (Arme Émeraude) phase 2,
793,Gogo's Theme,0,0,La Grande Mascarade (31 acte 1),
794,The Sochen Cave Palace (Zodiac Age Version),0,0,Delubrum Reginae,
795,Giving Chase (Zodiac Age Edition),0,0,Combat dans le Delubrum Reginae,
796,The Queen Awakens,0,0,Boss final du Delubrum Reginae (Garde-la-Reine),
797,Shuffle or Boogie,0,0,Tournois Triple Triade,
798,Freshly Glazed Porxie,0,0,L'Atelier abandonné de Matoya,
799,Don't Be Afraid,0,0,"La Promesse d'Éden - Nuée (Nuage de Ténèbres), La Promesse d'Éden - Litanie (Roi de l'Ombre)",
800,The Legendary Beast,0,0,La Promesse d'Éden - Anamorphose (Sabreur de destins),
801,Promises to Keep,0,0,La Promesse d'Éden - Éternité (Promesse d'Éden),
802,The Extreme,0,0,La Promesse d'Éden - Éternité (sadique) (Prêtresse des Ténèbres),
803,The Black Wolf Stalks Again,0,0,Monture du Castrum Marinum (extrême) (Arme Émeraude) / Dragon Émeraude,
804,Promises to Keep,0,0,Monture de la Promesse d'Éden - Éternité (sadique) / Eden,
805,Lunar Whale (Shadowbringers),0,0,Monture du Fanfest 2021 / Baleine Lunaire,"Version XIV de ""Magical Ship"" de FFIV"
806,Treasured Memory,0,0,La Promesse d'Éden - Éternité phase 2,
807,In the Arms of War,0,0,"Le Tillac des Cirrus, Le Tillac des Cirrus (extrême) (Arme Diamant)",
808,Wrath of the Harrier,0,0,Boss final du Dalriada (Batterie d’artillerie Diablo),
809,Skyrise,0,0,Festes à Ishgard ,
810,Seven Flames,0,0,La grande prairie de Paglth'an,
811,In the Arms of War,0,0,Monture du Tillac des Cirrus (extrême) (Arme Diamant) / Dragon Diamant,
812,Exponential Entropy,0,0,Monture Croiseur-chasseur,
813,Four-fold Knowing,0,0,Monture Landerwaffe,
814,Shuffle or Boogie,0,0,Monture des cartes Triple Triade 1-312 / Carte Magique,
815,Torn from the Heavens,0,0,Montures dorées / Mikoshi Doré / Jarre Du Serpent Doré,Version Eorzean Symphony de la piste 36
816,Mourning,0,0,Thème d'ambiance entre les boss de la tour de la Contingence,Issu de la collaboration entre FFXIV et NieR
817,Emil (Despair),0,0,"Thème d'ambiance avant le premier boss de la tour de la Contingence, Premier boss de La tour de la Contingence (Jack)",Issu de la collaboration entre FFXIV et NieR
818,0,0,0,,
819,The Sound of the End,0,0,Troisième boss de la tour de la Contingence (Fille en rouge),Issu de la collaboration entre FFXIV et NieR
820,The Sound of the End: 8bit,0,0,Troisième boss de la tour de la Contingence (Fille en rouge) phase 2,Issu de la collaboration entre FFXIV et NieR. Version chiptune/8-bit
821,Kainé (Final Fantasy Main Theme Version),0,0,Boss final de la tour de la Contingence phase 2,Issu de la collaboration entre FFXIV et NieR
822,Weight of the World,0,0,Cinématiques de Shadowbringers (collaboration FFXIV x NieR),Issu de la collaboration entre FFXIV et NieR. Version instrumentale
823,Voice of no Return,0,0,Cinématiques de Shadowbringers (collaboration FFXIV x NieR),Issu de la collaboration entre FFXIV et NieR
824,The Color of Depression,0,0,Cinématiques de Shadowbringers (collaboration FFXIV x NieR),Issu de la collaboration entre FFXIV et NieR
825,Widespread Illness,0,0,Cinématiques de Shadowbringers (collaboration FFXIV x NieR),Issu de la collaboration entre FFXIV et NieR
826,Possessed by Disease,0,0,Boss final de la tour de la Contingence (Déesse factice),Issu de la collaboration entre FFXIV et NieR
827,Faltering Prayer (Dawn Breeze),0,0,Cinématiques de Shadowbringers (collaboration FFXIV x NieR),Issu de la collaboration entre FFXIV et NieR
828,0,0,0,,Son vide
829,Endwalker,0,0,Endwalker (Bataille de quête),Début intense
830,Flow,0,0,Cinématiques d'Endwalker,
831,Flow (instrumental),0,0,,
832,Each Drop,0,0,,
833,Answers (Piano Version),0,0,Cinématiques d'Endwalker,
834,The Last Stand,0,0,,
835,Heroes Forge Ahead,0,0,,
836,Dynamis,0,0,Cinématiques d'Endwalker,Thème de Météion
837,Spoken without End,0,0,,
838,What Comes of Despair,0,0,Cinématiques d'Endwalker,
839,Shade's Delight,0,0,"Repaire des Lémures, cinématiques d'Endwalker",
840,Home Beyond the Horizon,0,0,Radio à Garlemald,Version étouffée
841,The Tale of the Star,0,0,,
842,Neath Dark Waters (Scions & Sinners),0,0,,
843,Imagination (Duality),0,0,,De Piano Collections FINAL FANTASY XIV par Keiko.
844,Answers,0,0,,
845,The Ewer Brimmeth,0,0,Vieille Sharlayan (jour),
846,The Nautilus Knoweth,0,0,Vieille Sharlayan (nuit),
847,The Day Will Come (Endwalker),0,0,Salon principal (Vieille Sharlayan),
848,Vibrant Voices,0,0,Radz-at-Han (jour),
849,Perfumed Eves,0,0,Radz-at-Han (nuit),
850,Twilit Terraces,0,0,Radz-at-Han (jour),
851,The Labyrinth,0,0,Le Labyrinthos (jour),
852,Dreams of Man,0,0,Le Labyrinthos (nuit),
853,Divine Words,0,0,Thavnair (jour),
854,Prayers Repeated,0,0,Thavnair (nuit),
855,"White Snow, Black Steel",0,0,Garlemald (jour),
856,"Black Steel, Cold Embers",0,0,Garlemald (nuit),
857,One Small Step,0,0,Mare Lamentorum (jour),
858,Sky Unsundered,0,0,Elpis (jour),
859,Stars Long Dead,0,0,Elpis (nuit),
860,Echoes in the Distance,0,0,Étape 1 de l'épopée à Ultima Thule,Version étouffée et instrumentale
861,Close in the Distance (Instrumental),0,0,Étape 2 de l'épopée à Ultima Thule,
862,Close in the Distance,0,0,Étape 3 de l'épopée à Ultima Thule,
863,Those We Can Yet Save,0,0,Lieux de repos d'Endwalker,
864,Welcome to Our Town! (Endwalker),0,0,Halot de Bestway,Nouvelle version de la musique de FFIV
865,Unbowed,0,0,Combat au Labyrinthos,"Tous les ""Unbowed"" sont la même musique"
866,Unbowed,0,0,Combat à Thavnair,"Tous les ""Unbowed"" sont la même musique"
867,Unbowed,0,0,Combat à Garlemald,"Tous les ""Unbowed"" sont la même musique"
868,Unbowed,0,0,Combat à Elpis,"Tous les ""Unbowed"" sont la même musique"
869,Battle 1 from FINAL FANTASY IV,0,0,"Combat à Mare Lamentorum (Carrotorium, La Garenne sempervirente)",Directly from FFIV
870,Endcaller,0,0,Le Cratère des Martyrs / Le Cratère des Martyrs (extrême) (Zodiark),
871,Your Answer,0,0,Le Cristal-mère / Le Cristal-mère (extrême) (Hydaelyn),
872,The Final Day,0,0,Le Répons final (Chantre de l'anéantissement) phase 1,
873,With Hearts Aligned,0,0,Le Répons final (Chantre de l'anéantissement) phase 2,"Début intense comme 829, sans voix masculines."
874,Tower of Zot (Endwalker),0,0,La tour de Zott,Nouvelle version de la musique de FFIV
875,Garlemald Express,0,0,La tour de Babil,
876,As the Sky Burns,0,0,Vanaspati,
877,Miracle Works,0,0,L'Hyperborée,
878,The Aetherial Sea,0,0,Le Prisme de l'Aitia,
879,Of Countless Stars,0,0,L'Issue aux Impasses,
880,Carrots of Happiness,0,0,Risette-sur-lune,
881,eScape (Journeys Version),0,0,Rêve électrique de Stigma-4,
882,On Blade's Edge,0,0,Boss de donjons Endwalker,
883,Finality,0,0,Boss de fin de donjons Endwalker,
884,Where Dæmons Abide,0,0,Limbes du Pandæmonium - Parvis,
885,Ancient Shackles,0,0,"Les Limbes du Pandæmonium - Parvis (Érichthonios), Les Limbes du Pandæmonium - Cloaque (Hippokampos),  Les Limbes du Pandæmonium - Fournaise (Protophénix)",
886,Hic Svnt Leones,0,0,Les Limbes du Pandæmonium - Abîme (Hespéros),
887,Prelude - Tales,0,0,Écran titre d'Endwalker,
888,???,0,0,Crédits d'Endwalker,Medley de 38 minutes de musiques d'ARR à EW.
889,Endcaller,0,0,Monture du Cratère des Martyrs (extrême) (Zodiark) / Lynx Des Ténèbres Éternelles,
890,Your Answer,0,0,Monture du Cristal-mère (extrême) (Hydaelyn) / Lynx De La Lumière Divine,
891,Hic Svnt Leones,0,0,Monture des Limbes du Pandæmonium - Abîme (Hespéros) / Demi-protophénix,
892,Roads Less Traveled,0,0,Montures d'Endwalker,
893,Tremble,0,0,,
894,Home Beyond the Horizon,0,0,Radio à Garlemald,
895,Roads Less Traveled,0,0,,Identique à 892
896,Endwalker - Footfalls (Instrumental),0,0,,"Version courte, seulement 1:27"
897,From Below,0,0,Le Labyrinthos (épopée),
898,Answers,0,0,Cinématiques d'Endwalker,"Version jouée par un groupe, 238 sans l'intro"
899,Flow Together,0,0,Le défi de l'ancienne Azem (Bataille de quête),Version jouée par un groupe
900,Down the Up Staircase,0,0,Lieux de repos du Labyrinthos,Pas de différence par rapport à la version standard
901,Defender of the Realm,0,0,,
902,Endwalker (short),0,0,,
903,A Gentleman to Walk with Me,0,0,,
904,Somewhere in the World (Ambitions Writhe),0,0,Cinématiques d'Endwalker (Monde des ténèbres/Treizième reflet),
905,Ink Long Dry (Piano Collections),0,0,Archives interdites du Noumène,
906,Hippo Ridin',0,0,Thavnair (tribu Arkasodara),
907,Revenge Twofold (Orchestral Version),0,0,La Guerre du chant des dragons (fatal) phase 7 (Thordan le Dieu Dragon),
908,Warming Up,0,0,Crystalline Conflict,Avant le début du match
909,Festival of the Hunt (Endwalker),0,0,Crystalline Conflict,Pendant le match
910,Run! (Endwalker),0,0,Crystalline Conflict,Temps supplémentaire
911,The Map Unfolds,0,0,Le legs d'Alzadaal,
912,One Among Wonders,0,0,Omphalos,
913,Pilgrimage,0,0,Domaine divin - Aglaé,
914,Radiance,0,0,Premier boss du Domaine divin - Aglaé (Byregot) / Deuxième boss du Domaine divin - Aglaé (Rhalgr) / Troisième boss Domaine divin - Aglaé (Azeyma),
915,In the Balance,0,0,Boss final du Domaine divin - Aglaé (Nald'thal),
916,0,0,0,,
917,The Final Day,0,0,Monture du Répons final (extrême) / Lynx Au Pelage Bleu,
918,Thus Spoke Master PuPu,0,0,,
919,Weight of the World (Prelude Version),0,0,Monture Pod 602,
920,The Heavens' Ward,0,0,"La Guerre du chant des dragons (fatal) phase 1 (Sire Charibert, Sire Adelphel, Sire Grinnaux)",
921,Heroes,0,0,La Guerre du chant des dragons (fatal) phase 2 (Roi Thordan),
922,Freefall,0,0,"La Guerre du chant des dragons (fatal) phase 3 (Niddhogg, forme d'Estinien)",
923,Contention,0,0,La Guerre du chant des dragons (fatal) phase 3 (phase des yeux),
924,Hallowed Halls,0,0,La Guerre du chant des dragons (fatal) (introduction revisitée),
925,Heavensward,0,0,"La Guerre du chant des dragons (fatal) phase 5 (Roi Thordan, timeline alternative)",
926,Dragonsong,0,0,La Guerre du chant des dragons (fatal) phase 6 (Nidhogg and Hraesvelgr),
927,Primogenitor,0,0,La Guerre du chant des dragons (fatal) phase 4 (phase des yeux) cinématique d'enrage,
928,Sorrow and Loss (Endwalker),0,0,Territoire de Zero,
929,Cradle of Hope,0,0,Ultima Thule (tribu Omicron),
930,Battle with the Four Fiends (Buried Memory),0,0,La Toison des tempêtes / La Toison des tempêtes (extrême) (Barbariccia),
931,A Quiet Moment,0,0,Hutte placide de la Félicité insulaire,
932,Island Paradise,0,0,Félicité insulaire,
933,Troian Beauty (Endwalker),0,0,Le Château de Troïa,
934,FINAL FANTASY IV Battle 2 (Endwalker),0,0,"Boss final du Château de Troïa (Scarmiglione), Boss final du Lapis Manalis (Cagnazzo)",
935,To the Sun (Piano Collections),0,0,Les canalisations sildiennes,
936,Desert Sun,0,0,Les canalisations sildiennes - donjon alternatif / Les canalisations sildiennes - donjon alternatif (sadique),
937,Silent Scream,0,0,Le Purgatoire du Pandæmonium - Cages (Proto-Carbuncle),
938,Scream,0,0,"Le Purgatoire du Pandæmonium - Croisements (Hégémone), Le Purgatoire du Pandæmonium - Racines (Agdistis)",
939,Embers,0,0,Le Purgatoire du Pandæmonium - Hérédité (Héphaïstos) phase 1,
940,White Stone Black,0,0,Le Purgatoire du Pandæmonium - Hérédité (sadique) (Héphaïstos) phase 2,
941,Battle with the Four Fiends (Buried Memory),0,0,Monture de la Toison des tempêtes (extrême) (Barbariccia) / Lynx Des Vents Tempétueux,
942,White Stone Black,0,0,Monture du Purgatoire du Pandæmonium - Hérédité (sadique) (Héphaïstos) / Bête En Flammes,
943,Island Paradise,0,0,Montures Mandragore Insulaire / Prince Oignon Insulaire / Chevalier Aubergine Insulaire,
944,To the Sun (Piano Collections),0,0,Monture Silkie,
945,Desert Sun,0,0,Monture Trône Sildien,
946,Inexorable,0,0,,
947,Polygons of Inquiry,0,0,,
948,Dreamwalker,0,0,Tribu Loporrite,
949,Forged in Crimson,0,0,Le Mont du Supplice (Rubicante) / Le Mont du Supplice (extrême) (Rubicante),
950,From The Heavens (Orchestral Version),0,0,Le Protocole Oméga (fatal) phase 3 (Oméga),
951,Torn from the Heavens (Orchestral Version),0,0,Le Protocole Oméga (fatal) phase 6 (Alpha-Oméga),
952,Deep Blue,0,0,Lapis Manalis,
953,Forbidden Land (Endwalker),0,0,Eurêka Orthos,
954,Equilibrium (Pulse),0,0,Eurêka Orthos,
955,Oblivion (Pulse),0,0,Eurêka Orthos,
956,A Long Fall (Pulse),0,0,Eurêka Orthos,
957,Neath Dark Waters (Pulse),0,0,Eurêka Orthos,
958,Favor,0,0,Domaine divin - Euphrosyne,
959,Rhythm of the Realm,0,0,"Premier boss du Domaine divin - Euphrosyne (Nophica), Deuxième boss du Domaine divin - Euphrosyne (Althyk & Nymeia), Troisième boss du Domaine divin - Euphrosyne (Halone)",
960,Dedicated to Moonlight,0,0,Boss final du Domaine divin - Euphrosyne (Menphina),
961,Forged in Crimson,0,0,Monture du Mont du Supplice (extrême) (Rubicante) / Lynx Du Brasier Flamboyant,
962,Deltascape,0,0,Le Protocole Oméga (fatal) phase 1 (Oméga),
963,Heartless,0,0,Le Protocole Oméga (fatal) phase 2 (Oméga M + Oméga F),
964,eScape,0,0,Le Protocole Oméga (fatal) phase 5 (Oméga M + Oméga F),
965,Another Moon,0,0,Endwalker Thirteenth's Moon theme,0
966,Voidcast Savior,0,0,La Chaire de l'Exilée (Golbez),0
967,Battle 2 from FINAL FANTASY III,0,0,0,0
968,Subterranean Sanctuary,0,0,0,0
969,The Land Reborn,0,0,Kupo Kupo Adventure (the Rising 2023 minigame) level theme,0
970,Pom from the Heavens,0,0,Kupo Kupo Adventure (the Rising 2023 minigame) boss theme,0
971,Starsbreath,0,0,L'île de Haam,0
972,Crimson Sunset,0,0,Mount Rokkon,0
973,Storm of Blood,0,0,Mount Rokkon final boss (),0
974,Crimson Rise,0,0,Another Mount Rokkon,0
975,One Amongst the Weary,0,0,Le Paradis du Pandæmonium - Métempsycose / Le Paradis du Pandæmonium - Métempsycose (sadique) (Cocyte) / Le Paradis du Pandæmonium - Monochrome / Le Paradis du Pandæmonium - Monochrome (sadique) (Pandæmonium),0
976,Fleeting Moment,0,0,Le Paradis du Pandæmonium - Tribunal / Le Paradis du Pandæmonium - Tribunal (sadique) (Thémis),0
977,"Athena, the Tireless One",0,0,Le Paradis du Pandæmonium - Apothéose / Le Paradis du Pandæmonium - Apothéose (sadique) (Athéna),0
978,Ultima's Perfection (Endwalker),0,0,Le Paradis du Pandæmonium - Apothéose phase 2 / Le Paradis du Pandæmonium - Apothéose (sadique) phase 2 (Athéna),0
979,Voidcast Savior,0,0,Monture de la Chaire de l'Exilée (Golbez) / Lynx De L'obscurité Éternelle,0
980,"Athena, the Tireless One",0,0,Monture du Paradis du Pandæmonium - Apothéose (sadique) / Mégalo-ambystoma,0
981,Crimson Sunset,0,0,Burabura Chochin / Mount Rokkon mount,0
982,Crimson Rise,0,0,Shishioji / Another Mount Rokkon mount,0
983,The Land Reborn,0,0,Kupo Kupo Adventure - Title Screen,0
984,Pom from the Heavens,0,0,Kupo Kupo Adventure - Gameplay,0
985,Dreams Aloft,0,0,Monture Garlond GL-IS,0
986,A Gentleman to Walk with Me,0,0,Somehow Further Hildibrand Adventures ending,0
987,FINAL FANTASY IV: The Final Battle (Endwalker),0,0,The Abyssal Fracture (Zeromus) phase 1,0
988,The Red Wings (Endwalker),0,0,The Abyssal Fracture (Zeromus) phase 2,0
989,Kingdom of Baron (Endwalker),0,0,The Lunar Subterrane,0
990,"O Speaker, Slumber",0,0,0,0
991,"O Hunter, Rejoice",0,0,0,0
992,Fair Winds to Guide,0,0,Thaleia between bosses,0
993,Course Uncharted,0,0,"Thaleia Boss 1 (Thaliak), Boss 2 (Llymlaen), Boss 3 (Oschon)",0
994,Myths of the Realm,0,0,Thaleia final boss (Eulogia),0
995,FINAL FANTASY IV: The Final Battle (Endwalker),0,0,Lynx of Abyssal Grief mount / The Abyssal Fracture (Zeromus) mount,0
996,"O Speaker, Slumber",0,0,0,0
997,"O Hunter, Rejoice",0,0,0,0
998,Prelude - Tales,0,0,Apocryphal Bahamut / all Lynx mount,0
999,Endwalker - Footfalls/Vibrant Voices/Troian Beauty (Endwalker)/Forged in Crimson/Another Moon/???/The Ewer Brimmeth,0,0,Patch 6.56 credits,
1000,0,0,0,0,
20000,0,0,0,0,
20001,Tonitrua ex Machina,0,0,FFXVI Crossover,
20002,Idylls of the Empire,0,0,FFXVI Crossover,
20003,Forevermore - The Grand Duchy of Rosaria,0,0,FFXVI Crossover,
20004,Before the Storm - Caer Norvent,0,0,FFXVI Crossover,
20005,The State of the Realm,0,0,FFXVI Crossover,
20006,Who I Really Am,0,0,FFXVI Crossover,
20007,Away (Refrain),0,0,FFXVI Crossover,
20008,To Sail Forbidden Seas,0,0,FFXVI Crossover,
20009,Find the Flame,0,0,FFXVI Crossover,
20010,Land of Eikons,0,0,FFXVI Crossover,
20011,Find the Flame,0,0,Torgal / FFXVI Crossover Mount,
20012,Everybody Falls (Fall Guys Theme),0,0,0,
20013,Sir Falls-A-Lot (William Fell),0,0,0,
20014,Fall 'N' Roll,0,0,0,
20015,Clumsy Shuffle,0,0,0,
20016,Fall for the Queen Bean,0,0,0,
20017,Final Fall,0,0,0,
20018,???,0,0,Commonly called 'Loading',
20019,???,0,0,Commonly called 'Round Introduction',
20020,Didn't Fall! (You Win),0,0,0,
20021,Everybody Falls (Fall Guys Theme),0,0,0,
20022,0,0,0,0,
20023,Dawntrail,0,0,0,
20024,Dawntrail,0,0,Instrumental,
20025,Smile,0,0,0,
20026,???,0,0,0,
20027,???,0,0,0,
20028,???,0,0,0,
20029,???,0,0,0,
20030,???,0,0,0,
20031,???,0,0,0,
20032,???,0,0,0,
20033,???,0,0,0,
20034,???,0,0,0,
20035,???,0,0,0,
20036,???,0,0,0,
20037,???,0,0,0,
20038,???,0,0,0,
20039,???,0,0,0,
20040,???,0,0,0,
20041,Swords of Fury (FFIX),0,0,Living Memory cutscenes,
20042,???,0,0,0,
20043,Something to Protect (FFIX),0,0,Living Memory cutscenes,
20044,???,0,0,0,
20045,Morrow's Might,0,0,Tuliyollal Day,
20046,???,0,0,Tuliyollal Night,
20047,Starless Skyline,0,0,Solution Nine Day and Night,
20048,Windswept Echoes,0,0,Urqopacha Day,
20049,???,0,0,Urqopacha Night,
20050,Of Glittering Wings,0,0,Kozama'uka Day,
20051,???,0,0,Kozama'uka Night,
20052,Emerald under Sapphire,0,0,Yak T'el Day,
20053,???,0,0,Yak T'el Night,
20054,Ceruleum Smoke at High Noon,0,0,Shaaloani Day,
20055,???,0,0,Shaaloani Night,
20056,Flash in the Dark,0,0,Heritage Found Day,
20057,???,0,0,Heritage Found Night,
20058,Bygone Serenity,0,0,Living Memory (during MSQ),
20059,Bygone Serenity,0,0,"Living Memory (post-MSQ, faded/distant version)",
20060,???,0,0,Earthen Sky Hideout,
20061,???,0,0,The Backroom,
20062,Pastoral Pleasures,0,0,Kozama'uka & Urqopacha sanctuaries,
20063,Life Bound by Honor,0,0,Yok Tural sanctuaries,
20064,Desertwalkers,0,0,Xak Tural sanctuaries (excl Heritage Found 1st aetheryte),
20065,Blade's Exaltation,0,0,Urqopacha battle,
20066,Blade's Exaltation,0,0,Kozama'uka battle,
20067,Blade's Exaltation,0,0,Yak T'el battle,
20068,Blade's Exaltation,0,0,Shaaloani battle,
20069,Blade's Exaltation,0,0,Heritage Found battle,
20070,???,0,0,0,
20071,???,0,0,0,
20072,The Skyruin,0,0,Worqor Lar Dor / Worqor Lar Dor Extreme (Valigarmanda),
20073,Seeking Purpose,0,0,Everkeep / Everkeep Extreme (Zoraal Ja),
20074,???,0,0,The Interphos (Queen Eternal) phase 1,
20075,???,0,0,The Interphos (Queen Eternal) phase 2,
20076,Punutiy Crossing,0,0,Ihuykatumu,
20077,Empyrean Peak,0,0,Worqor Zormor,
20078,Lost in the Deep,0,0,The Skydeep Cenote,
20079,In Fulgur and Fire,0,0,Vanguard,
20080,Anatomy of Existence,0,0,Origenics,
20081,A Trail Unending,0,0,Alexandria,
20082,Blessings on the Bluffs,0,0,Tender Valley,
20083,Court Jesters (Dawntrail),0,0,The Strayborough Deadwalk,
20084,Roads Forsaken,0,0,Dawntrail dungeon bosses,
20085,Pathmaker,0,0,Dawntrail final dungeon boss,
20086,???,0,0,0,
20087,???,0,0,End Credits,
20088,???,0,0,0,
20089,It's Showtime!,0,0,0,
20090,Bee My Honey,0,0,0,
20091,Burning Souls,0,0,0,
20092,Give It All,0,0,0,
20093,A Risky Bet,0,0,0,
20094,???,0,0,0,
20095,The Skyruin,0,0,Wings of Ruin mount / Worqor Lar Dor Extreme (Valigarmanda) mount,
20096,Seeking Purpose,0,0,Wings of Resolve mount / Everkeep Extreme (Zoraal Ja) mount,
20097,Battle 1 from FINAL FANTASY IX,0,0,Ark Mount,
20098,Give It All,0,0,0,
20099,0,0,0,0,
20100,???,0,0,0,
20101,???,0,0,"Mascot March, Mascot Mayhem, and Mascot Murder FATEs / Mica the Magical Mu",
20102,???,0,0,0,
20103,???,0,0,0,
20104,0,0,0,0,
20105,0,0,0,0,
20106,0,0,0,0,
20107,0,0,0,0,
20108,0,0,0,0,
20109,0,0,0,0,
20110,0,0,0,0,
20111,0,0,0,0,
20112,0,0,0,0,
20113,0,0,0,0,
20114,0,0,0,0,
20115,0,0,0,0,
20116,0,0,0,0,
20117,0,0,0,0,
20118,0,0,0,0,
20119,0,0,0,0,
20120,0,0,0,0,
20121,0,0,0,0,
20122,0,0,0,0,
20123,0,0,0,0,
20124,0,0,0,0,
20125,0,0,0,0,
20126,0,0,0,0,
20127,0,0,0,0,
20128,0,0,0,0,
20129,0,0,0,0,
20130,0,0,0,0,
20131,0,0,0,0,
20132,0,0,0,0,
20133,0,0,0,0,
20134,0,0,0,0,
20135,0,0,0,0,
20136,0,0,0,0,
20137,0,0,0,0,
20138,0,0,0,0,
20139,0,0,0,0,
20140,0,0,0,0,
20141,0,0,0,0,
20142,0,0,0,0,
20143,0,0,0,0,
20144,0,0,0,0,
20145,0,0,0,0,
20146,0,0,0,0,
20147,0,0,0,0,
